,filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
25127,004665.png,Cyclist,0.0,165.33829,284.29926,370.11014,2.11,4.27,clone
25128,004665.png,Cyclist,315.99783,163.42682,432.23807,326.61456,1.95,9.14,clone
25129,004665.png,Pedestrian,763.7766,164.58916,788.8844,233.53822,-1.95,18.82,clone
25130,004665.png,Pedestrian,777.1437,162.92354,798.31824,220.49388,2.17,25.76,clone
25131,004665.png,Pedestrian,802.04987,161.07191,832.2875,248.46179,-1.56,14.97,clone
25132,004665.png,Car,501.32745,167.71762,547.23926,208.76266,1.67,39.66,clone
33651,006172.png,Car,284.5201,183.97086,477.6781,321.83777,1.84,10.91,clone
33652,006172.png,Car,445.45773,181.63362,528.7931,250.60382,1.73,18.67,clone
33653,006172.png,Van,489.22583,153.79657,554.279,221.43896,1.69,29.6,clone
33654,006172.png,Car,681.6532,169.18657,901.56464,250.63844,-0.25,16.08,clone
33655,006172.png,Car,660.377,177.03264,825.8168,229.89668,-0.18,21.87,clone
33656,006172.png,Car,631.94525,170.03297,733.51074,214.36755,-0.03,29.6,clone
33657,006172.png,Van,529.3108,168.01727,570.7005,206.29115,1.67,43.85,clone
33658,006172.png,Misc,933.08356,191.66963,1140.0681,305.70547,-0.51,9.3,clone
33659,006172.png,Misc,875.15454,191.02132,1000.9937,280.87408,-0.4,11.25,clone
33660,006172.png,Car,622.42096,175.43173,647.493,201.1198,-1.66,46.83,clone
33661,006172.png,Van,0.32597917,87.00506,351.0272,372.4812,2.23,4.92,clone
11325,002118.png,Van,584.3519,115.4698,704.2821,205.19312,-2.01,24.53,clone
11326,002118.png,Car,405.2878,165.45982,460.4453,211.3031,-1.6,27.19,clone
11328,002118.png,Truck,760.1191,89.84566,1022.994,213.38252,-0.64,22.81,clone
17005,003142.png,Car,588.61115,171.53163,611.253,193.37009,-1.56,57.71,clone
17006,003142.png,Truck,617.7883,158.23976,649.31604,188.31088,-1.63,76.79,clone
17007,003142.png,Misc,228.13893,160.29279,297.23224,212.66446,2.02,43.61,clone
17008,003142.png,Car,0.11196142,189.39745,133.54956,255.34686,2.21,23.42,clone
17009,003142.png,Car,330.10965,180.17694,376.76596,206.57031,1.92,45.03,clone
17010,003142.png,Van,307.5446,170.70293,356.2363,204.5602,1.91,53.66,clone
783,000156.png,Van,0.20031552,116.04067,145.1306,285.1223,0.84,14.87,clone
784,000156.png,Pedestrian,805.2512,139.84334,874.3597,318.12067,2.6,8.06,clone
28785,005286.png,Car,0.46993592,176.80936,197.6874,297.95737,-3.06,13.92,clone
28787,005286.png,Car,203.69397,183.70343,317.56326,240.74265,3.11,21.02,clone
28788,005286.png,Car,251.58788,179.85005,390.7448,233.09474,-3.14,23.38,clone
28789,005286.png,Car,417.5382,176.87442,467.76852,213.31422,1.81,34.25,clone
28790,005286.png,Car,440.13196,177.6271,481.5546,207.21008,1.72,39.31,clone
18585,003450.png,Cyclist,1045.0155,147.07625,1172.3119,301.2668,-2.15,10.87,clone
18586,003450.png,Car,2.5017722,191.26611,147.317,247.63995,2.2,27.17,clone
18587,003450.png,Car,333.6105,182.6094,383.44373,209.01521,1.9,47.57,clone
26756,004951.png,Car,392.65768,178.58418,488.37952,248.58728,1.77,20.46,clone
35239,006469.png,Car,576.0075,173.70218,633.40204,226.32906,-1.57,24.19,clone
35240,006469.png,Car,4.528412,189.05762,249.01497,289.6746,-1.01,15.67,clone
35241,006469.png,Car,281.92853,186.09396,435.55063,275.664,-1.26,15.1,clone
35242,006469.png,Van,422.01355,145.0038,516.0929,229.62729,-1.4,25.41,clone
35243,006469.png,Car,501.5588,175.98117,542.66254,210.4705,-1.46,36.69,clone
35244,006469.png,Misc,534.5135,155.70027,563.83594,191.35487,-1.52,81.96,clone
31290,005739.png,Car,0.40940243,191.96829,159.83646,306.83197,2.17,16.13,clone
31291,005739.png,Car,263.78662,189.44196,342.2809,238.53012,1.92,27.06,clone
31292,005739.png,Truck,376.4516,151.42441,447.08203,213.21754,1.79,45.47,clone
31293,005739.png,Van,492.50952,172.23286,516.6711,198.0231,1.67,78.87,clone
31294,005739.png,Car,564.5189,180.60245,581.6744,193.94382,-1.6,68.86,clone
37129,006825.png,Pedestrian,298.11627,184.53792,365.24774,342.8226,-1.53,8.23,clone
37130,006825.png,Pedestrian,439.50375,181.31465,462.46033,244.4849,-2.79,19.1,clone
37131,006825.png,Pedestrian,418.88712,177.99876,441.6651,243.593,0.56,19.42,clone
6456,001214.png,Car,0.040227342,207.21227,309.9063,372.4633,2.19,4.88,clone
6457,001214.png,Car,447.88202,178.77309,516.48834,238.33759,-1.5,20.78,clone
6458,001214.png,Car,634.03925,165.81956,709.74805,236.91342,-1.69,20.71,clone
6459,001214.png,Car,495.42432,179.32838,536.0704,212.91788,1.62,34.36,clone
18681,003467.png,Car,766.54144,192.66054,1127.087,372.55362,-1.99,8.58,clone
18682,003467.png,Van,647.1511,165.15024,720.03973,232.19228,-1.7,24.81,clone
23561,004358.png,Car,708.2361,174.18297,736.1695,198.12099,-1.59,45.8,clone
23563,004358.png,Car,883.4187,166.50317,929.65826,182.98671,3.1,79.21,clone
39721,007315.png,Car,0.2843305,180.15279,165.33035,373.26703,-2.36,9.95,clone
39722,007315.png,Car,0.9086908,164.69469,326.95532,291.57303,-2.69,13.45,clone
39724,007315.png,Cyclist,491.50333,174.33345,518.31226,228.69078,1.67,23.05,clone
39725,007315.png,Car,974.42615,183.88203,1240.9779,349.26898,-0.63,9.63,clone
39727,007315.png,Car,815.6282,181.9977,1085.7335,279.48682,2.66,14.0,clone
39728,007315.png,Car,753.6842,170.20802,938.616,248.68907,-0.41,16.58,clone
39730,007315.png,Car,334.8235,178.08716,473.81927,228.18976,-2.89,26.16,clone
39732,007315.png,Car,629.877,176.52583,679.62915,214.91127,-1.69,31.12,clone
39733,007315.png,Car,616.8871,174.79012,646.6818,199.47707,-1.62,46.12,clone
39734,007315.png,Van,604.3658,166.46521,621.5425,186.15392,-1.58,92.09,clone
18464,003429.png,Car,598.31067,174.46852,627.16516,202.41833,-1.58,45.68,clone
18465,003429.png,Truck,632.9573,160.05435,674.0172,191.85521,-1.7,73.87,clone
18466,003429.png,Misc,192.90355,157.20068,286.7482,226.05165,2.05,36.76,clone
18467,003429.png,Car,0.14908695,194.81453,124.80337,277.42105,2.24,20.49,clone
10230,001916.png,Car,590.6442,178.82195,614.3059,200.11922,-1.57,49.89,clone
10231,001916.png,Car,375.14426,186.9281,505.35043,280.02408,1.79,13.8,clone
10232,001916.png,Car,1063.0629,199.37202,1242.0,372.32053,-2.58,3.74,clone
10233,001916.png,Car,779.0981,178.2834,1238.677,372.2347,-2.0,6.81,clone
10234,001916.png,Car,729.33795,169.16092,904.70605,315.68045,-1.88,10.45,clone
10235,001916.png,Car,667.7014,177.61229,750.25507,240.13437,-1.73,19.89,clone
10236,001916.png,Car,640.807,180.09566,677.2035,209.81284,-1.63,35.08,clone
10237,001916.png,Car,656.9663,177.14134,715.16766,226.32632,-1.68,24.96,clone
10239,001916.png,Car,233.06119,186.69756,320.6315,219.44768,0.43,43.45,clone
10240,001916.png,Car,631.4987,179.8125,654.1475,198.98091,-1.65,53.51,clone
10241,001916.png,Pedestrian,848.0846,153.38414,885.6552,269.71878,-1.9,12.56,clone
16351,003020.png,Pedestrian,311.79126,172.10356,342.26236,245.65233,0.4,17.31,clone
16352,003020.png,Pedestrian,217.34279,165.22945,245.89262,228.77156,2.07,24.18,clone
16353,003020.png,Misc,899.98773,191.4452,968.304,273.88086,-1.92,12.73,clone
2310,000432.png,Car,585.836,170.37405,661.4505,242.82523,-1.58,18.06,clone
2311,000432.png,Car,1032.3433,150.36938,1241.8145,373.32755,-1.44,7.72,clone
2312,000432.png,Van,752.1617,137.37892,966.4911,269.10428,-1.14,13.53,clone
2313,000432.png,Car,697.13574,168.9175,827.0097,227.03844,-1.02,20.52,clone
2314,000432.png,Car,666.2308,168.52866,739.2372,197.84451,-0.86,37.9,clone
2315,000432.png,Car,657.3531,170.70984,709.1666,192.61049,-0.87,48.73,clone
2316,000432.png,Car,98.16783,173.90237,259.10718,249.7755,2.1,21.58,clone
2317,000432.png,Van,232.6202,118.74326,414.97388,253.3412,1.93,20.63,clone
2318,000432.png,Car,235.8317,179.6676,337.3041,230.88266,2.0,27.41,clone
2319,000432.png,Car,335.29208,182.20958,403.23676,215.03525,1.91,33.64,clone
2320,000432.png,Car,433.0298,175.29324,475.82657,197.97638,1.83,49.39,clone
2321,000432.png,Car,462.15585,170.64754,491.49158,196.38815,1.78,55.67,clone
2323,000432.png,Car,1072.0084,182.26064,1202.3525,228.43867,2.54,34.9,clone
2324,000432.png,Car,175.92644,181.46889,247.47144,219.52473,2.09,30.8,clone
25395,004713.png,Car,777.6964,186.54744,1184.049,372.73633,-1.99,7.19,clone
25396,004713.png,Car,688.5687,167.92743,794.3302,255.24458,-1.78,15.91,clone
25397,004713.png,Car,176.74728,172.54813,415.38263,258.36288,0.46,15.6,clone
25398,004713.png,Car,287.1238,156.69846,435.46024,240.65929,0.36,18.01,clone
25400,004713.png,Car,374.8003,172.33084,495.97104,217.96405,0.24,25.38,clone
25405,004713.png,Car,654.24,176.50366,701.25146,212.55734,-1.68,29.44,clone
20274,003753.png,Pedestrian,1162.624,118.83335,1238.0,369.78748,-2.26,5.61,clone
20275,003753.png,Pedestrian,724.4591,157.72371,793.8018,347.9878,-1.12,7.59,clone
20276,003753.png,Cyclist,0.0,127.76466,300.71027,370.90884,2.17,3.07,clone
20277,003753.png,Pedestrian,944.5217,125.432144,1010.34625,286.3758,-3.09,10.46,clone
20278,003753.png,Pedestrian,1031.7649,142.73967,1079.2208,278.98627,-2.2,11.14,clone
20279,003753.png,Person_sitting,234.17365,218.85736,335.28323,369.0554,-2.62,7.07,clone
20280,003753.png,Person_sitting,288.32526,220.3039,380.3362,347.93802,-2.66,7.59,clone
20281,003753.png,Person_sitting,382.94888,201.27267,445.02127,273.68158,-2.69,12.64,clone
20283,003753.png,Pedestrian,492.72128,169.58058,516.73,237.70326,1.56,19.12,clone
20284,003753.png,Pedestrian,471.77945,172.27068,494.3647,238.5339,1.54,19.23,clone
20285,003753.png,Pedestrian,561.08417,166.58974,584.5623,234.41672,-1.56,19.75,clone
20286,003753.png,Pedestrian,588.02203,166.18156,604.87085,218.05035,-1.65,27.63,clone
20287,003753.png,Pedestrian,602.828,166.28487,622.023,231.95581,-1.56,19.55,clone
20288,003753.png,Car,521.81573,171.77367,549.6795,195.28152,1.68,52.45,clone
18579,003445.png,Car,587.82477,183.00272,625.3285,216.44211,1.58,32.73,clone
10961,002052.png,Car,578.78394,175.96248,620.6422,213.96555,-1.58,32.84,clone
10962,002052.png,Misc,411.76096,140.84767,526.2026,242.81236,-1.38,20.61,clone
10963,002052.png,Misc,0.0,0.0,393.85242,376.0,-1.03,6.75,clone
10964,002052.png,Car,322.4986,180.85858,403.529,230.9439,-1.24,24.94,clone
10965,002052.png,Van,385.45547,168.59683,455.56647,218.90854,-1.32,31.84,clone
10966,002052.png,Truck,506.96933,128.20686,568.26044,208.57582,-1.5,45.21,clone
7196,001365.png,Car,351.68375,169.81776,552.9442,311.13452,-1.34,11.27,clone
7197,001365.png,Car,879.3015,178.6943,1138.8141,370.7431,-1.75,8.22,clone
7198,001365.png,Car,144.30354,186.79108,370.66046,305.01352,1.97,12.53,clone
7199,001365.png,Car,897.4843,176.52744,1083.3899,274.71115,-1.23,13.94,clone
26563,004920.png,Car,844.77325,161.62825,1157.7195,279.3731,2.65,13.92,clone
26564,004920.png,Misc,0.0,227.57378,130.89525,371.9615,0.69,8.72,clone
26565,004920.png,Car,0.0,131.1851,256.14386,324.58798,0.65,11.04,clone
26567,004920.png,Van,661.89355,139.38593,754.9572,230.3601,-1.7,22.45,clone
26568,004920.png,Car,248.13602,176.57217,441.6595,237.8967,-2.8,19.36,clone
26569,004920.png,Car,341.9085,166.14497,491.48026,224.55458,-3.0,24.03,clone
26570,004920.png,Van,635.88293,152.62558,685.1744,203.57854,-1.65,39.78,clone
5952,001113.png,Pedestrian,737.5502,149.33455,821.64435,306.77567,2.75,8.62,clone
23706,004383.png,Car,583.99554,176.41542,611.2264,203.01263,-1.57,46.79,clone
23707,004383.png,Car,462.09888,177.00677,539.2199,242.93144,-1.43,20.74,clone
23708,004383.png,Car,67.518234,196.48712,253.53465,279.12225,2.06,19.26,clone
23709,004383.png,Car,319.53195,186.8378,377.8117,220.85336,1.89,38.13,clone
23710,004383.png,Cyclist,654.87384,165.89975,697.8269,214.93134,-2.44,26.41,clone
10468,001956.png,Car,563.482,175.20366,615.257,224.17336,-1.55,25.06,clone
10469,001956.png,Car,523.6967,178.23508,545.76184,196.46768,1.68,67.3,clone
10472,001956.png,Van,992.6939,145.0216,1122.7015,198.28369,-2.11,35.79,clone
10473,001956.png,Truck,1167.9198,110.30447,1242.0,208.2375,-2.33,27.27,clone
17105,003164.png,Pedestrian,371.56827,136.29672,425.5629,300.23312,0.31,9.52,clone
33812,006199.png,Car,0.0,204.0223,75.810165,361.2027,-2.42,11.9,clone
33813,006199.png,Car,0.34362027,177.93925,181.18925,300.20422,-2.46,13.71,clone
33814,006199.png,Car,27.577776,183.90898,290.34186,278.435,-2.62,15.83,clone
33815,006199.png,Car,187.468,179.28145,364.9283,249.25679,3.01,19.89,clone
33816,006199.png,Car,326.39972,180.3883,406.04208,221.75821,3.0,27.37,clone
33817,006199.png,Car,352.20618,177.65318,453.22742,217.21596,3.06,29.86,clone
33818,006199.png,Car,463.30975,177.24275,503.24112,205.14798,1.77,41.2,clone
20123,003721.png,Car,327.9291,178.87376,496.11877,303.7443,1.82,13.79,clone
20124,003721.png,Car,439.16666,200.97446,521.6166,256.79636,1.76,21.61,clone
20125,003721.png,Car,517.25934,191.51117,555.42236,226.86115,1.68,37.56,clone
34583,006355.png,Car,965.05707,189.8812,1241.2057,372.5471,-2.31,4.23,clone
34584,006355.png,Van,649.30365,160.30164,710.4977,217.07709,-1.65,28.34,clone
34585,006355.png,Car,551.14325,177.72809,578.7711,200.75185,-1.48,52.62,clone
4671,000882.png,Car,583.31934,168.87334,619.5887,202.89249,-1.56,34.3,clone
4673,000882.png,Car,890.10864,187.68428,1242.0,372.1193,-2.27,4.53,clone
4674,000882.png,Car,745.0422,172.2307,956.83765,338.08533,-1.82,8.9,clone
4675,000882.png,Car,723.17737,172.99669,848.5565,265.63306,-1.74,13.78,clone
4676,000882.png,Car,661.42633,166.08125,719.12726,214.09409,-1.68,26.95,clone
4677,000882.png,Car,0.026043393,183.54346,206.58725,325.6213,2.19,13.17,clone
4678,000882.png,Car,224.6656,181.43524,356.75757,249.80318,1.98,19.82,clone
4679,000882.png,Car,638.98663,167.84528,664.3824,191.00296,-1.63,51.55,clone
8610,001621.png,Car,232.3138,179.72263,319.84674,229.50363,1.33,25.31,clone
8612,001621.png,Van,0.47585824,167.79152,177.22363,293.26593,-2.27,17.24,clone
13945,002591.png,Car,396.84726,182.18294,506.37,281.05063,1.66,14.57,clone
13946,002591.png,Car,461.71384,186.41333,532.1695,242.60172,1.72,21.95,clone
32991,006058.png,Car,220.16121,172.16292,364.2107,232.64311,-2.72,22.22,clone
32992,006058.png,Car,684.122,159.07501,739.92615,200.50337,1.35,34.45,clone
32993,006058.png,Car,529.83374,171.81981,564.23553,204.46481,1.6,35.41,clone
30141,005538.png,Car,573.70966,175.46358,612.01166,213.67279,-1.55,34.1,clone
30142,005538.png,Tram,503.80078,148.77168,550.8261,199.2688,-1.49,58.51,clone
30143,005538.png,Car,208.80608,192.90161,304.90656,242.02501,2.03,28.35,clone
8144,001536.png,Car,587.9341,175.85309,616.2265,202.37453,-1.58,46.87,clone
8145,001536.png,Car,220.4183,182.77754,338.7327,248.54395,1.96,22.31,clone
8146,001536.png,Van,425.29498,173.714,469.08792,205.3376,1.78,47.46,clone
8147,001536.png,Car,546.8374,177.25136,572.22034,200.51259,-1.52,51.06,clone
31215,005724.png,Pedestrian,486.75458,156.9281,543.08167,312.3011,1.69,8.77,clone
34421,006319.png,Car,0.14731026,158.77695,163.03288,372.1753,2.37,6.21,clone
34422,006319.png,Car,205.41171,196.56473,387.91165,305.2542,1.84,13.58,clone
34423,006319.png,Car,360.01846,186.25519,448.7216,248.7072,1.78,22.3,clone
34424,006319.png,Van,1141.6692,121.33463,1241.9402,342.94907,2.34,12.46,clone
23913,004422.png,Car,0.0,200.7984,302.5836,367.5314,-0.86,4.91,clone
23914,004422.png,Cyclist,992.3374,145.03944,1030.1053,215.14052,-1.6,21.13,clone
23915,004422.png,Car,567.832,168.08751,674.2144,208.69344,0.59,26.91,clone
23916,004422.png,Misc,0.044010755,180.11868,62.538086,296.63684,2.2,14.05,clone
38401,007054.png,Car,388.2932,182.79834,487.62143,212.14925,0.31,36.3,clone
39765,007323.png,Car,753.15643,185.77649,989.76166,282.46326,-0.4,13.34,clone
39766,007323.png,Car,0.28270185,185.5329,169.24358,330.1641,0.73,11.55,clone
39767,007323.png,Car,57.421535,180.9379,321.15295,270.8699,-2.7,15.74,clone
39768,007323.png,Car,712.63495,190.82478,893.5474,267.5692,-0.37,15.59,clone
39769,007323.png,Car,175.5266,174.55855,362.6291,248.50963,-2.91,20.54,clone
39772,007323.png,Car,453.3807,183.32806,489.99228,208.0843,-1.84,52.44,clone
26350,004878.png,Car,303.11038,193.73436,487.31827,319.501,1.81,11.57,clone
14595,002707.png,Pedestrian,668.92053,145.09839,693.5023,199.1846,-2.77,22.55,clone
14596,002707.png,Pedestrian,258.09894,136.12447,295.7091,257.4435,1.01,12.87,clone
14597,002707.png,Pedestrian,783.2669,148.08821,878.1977,368.49857,1.09,5.99,clone
14598,002707.png,Pedestrian,885.651,132.39662,973.2001,368.4102,1.03,6.47,clone
14599,002707.png,Pedestrian,685.8314,139.77034,741.2235,286.38876,1.15,9.67,clone
14600,002707.png,Pedestrian,646.7577,140.85893,704.2555,280.8223,0.79,10.02,clone
14601,002707.png,Pedestrian,772.235,142.87523,820.9128,274.67267,0.87,10.18,clone
14602,002707.png,Pedestrian,806.52106,143.77818,899.1964,284.96826,0.84,10.42,clone
14603,002707.png,Pedestrian,1033.7063,170.18068,1069.6877,249.28734,2.72,20.81,clone
14604,002707.png,Pedestrian,488.51047,142.50401,532.3455,273.094,1.39,10.04,clone
14605,002707.png,Pedestrian,510.05896,146.33261,544.667,267.38162,1.1,10.57,clone
14606,002707.png,Pedestrian,544.59216,138.74794,585.08966,266.51242,1.41,10.85,clone
14607,002707.png,Pedestrian,595.27136,143.68604,634.6943,261.44864,1.39,11.1,clone
14609,002707.png,Pedestrian,464.8194,142.90921,493.7397,228.45009,1.41,15.66,clone
14611,002707.png,Pedestrian,574.72614,138.04199,600.48975,222.70992,1.34,15.93,clone
14612,002707.png,Pedestrian,619.4318,140.86537,648.9126,222.44637,1.23,16.07,clone
14613,002707.png,Van,1.3200965,0.29719573,267.3726,368.19092,-1.26,5.14,clone
28072,005162.png,Car,0.9492069,184.94052,202.34259,336.44763,-2.49,10.8,clone
28073,005162.png,Car,88.97705,182.37186,359.69812,292.6797,0.5,12.51,clone
28074,005162.png,Car,244.78404,177.09285,424.83316,256.3584,0.41,14.37,clone
28078,005162.png,Car,356.21674,179.399,484.70236,228.58339,-2.93,23.72,clone
28080,005162.png,Car,406.411,168.57175,514.8039,216.20226,-3.0,30.62,clone
28082,005162.png,Cyclist,567.7948,175.81355,576.84515,202.27162,1.6,49.15,clone
28083,005162.png,Car,698.0324,187.30618,801.2009,260.94025,-1.73,15.82,clone
28084,005162.png,Car,759.07306,174.76733,916.5373,233.79799,-0.23,21.62,clone
28085,005162.png,Car,693.98596,173.87729,775.41724,210.4969,-0.19,36.61,clone
28086,005162.png,Car,637.00104,179.80312,665.3764,201.69562,-1.67,49.53,clone
25745,004777.png,Car,0.0,221.15652,162.24358,371.54813,-0.41,3.31,clone
25746,004777.png,Car,536.72577,165.62427,580.3662,195.82718,-1.41,37.93,clone
25747,004777.png,Car,579.06494,164.18968,606.7651,187.65303,-1.47,47.75,clone
25748,004777.png,Car,161.37587,175.54405,305.85437,229.93636,-0.07,24.27,clone
25749,004777.png,Car,332.19757,162.08936,400.63345,197.49527,2.05,40.77,clone
7478,001416.png,Car,0.582993,180.37154,217.63007,308.61563,-2.54,12.86,clone
7479,001416.png,Car,41.243717,169.35863,304.72427,280.53775,0.38,15.4,clone
7480,001416.png,Car,555.88293,185.3983,619.0376,233.42032,-1.75,27.21,clone
7481,001416.png,Van,356.22882,180.48941,428.3552,211.21733,-3.04,47.97,clone
15885,002947.png,Car,561.12665,177.763,601.79724,214.65572,-1.58,33.65,clone
15886,002947.png,Car,4.253453,210.60616,249.51654,376.0,-0.82,4.61,clone
15887,002947.png,Car,230.73698,193.67226,420.61298,313.10568,-1.23,11.41,clone
15888,002947.png,Car,0.0,187.80127,205.24377,311.70508,-0.96,13.47,clone
15890,002947.png,Car,166.59848,185.79317,297.99658,254.43182,-1.13,19.48,clone
15891,002947.png,Van,321.25858,146.85052,425.8224,234.82086,-1.32,26.91,clone
15893,002947.png,Car,389.7367,184.5383,441.12576,216.58354,-1.34,34.42,clone
15894,002947.png,Misc,501.31528,172.67839,539.2204,208.55746,-1.47,42.52,clone
15895,002947.png,Misc,445.42294,143.82245,524.07104,226.2337,-1.45,27.8,clone
15897,002947.png,Car,280.00748,180.0293,345.60138,219.28578,-1.19,34.13,clone
30732,005637.png,Pedestrian,153.04956,161.36732,223.11392,306.21817,0.55,10.19,clone
29133,005355.png,Car,578.13965,175.82083,635.9613,230.67441,-1.52,22.89,clone
29134,005355.png,Tram,976.0248,0.0,1241.4952,371.784,0.43,6.84,clone
37341,006860.png,Car,301.23154,172.43741,465.77402,280.81473,1.83,13.1,clone
37342,006860.png,Misc,658.5835,177.32977,696.6181,222.561,-1.58,30.98,clone
38588,007098.png,Car,571.871,174.72658,612.92224,214.05806,-1.55,32.82,clone
38589,007098.png,Tram,495.9949,145.65895,550.9986,203.04199,-1.48,53.62,clone
38590,007098.png,Car,252.48407,192.18784,336.02832,232.67204,1.94,32.7,clone
38591,007098.png,Car,381.9867,183.61302,428.3044,209.7833,1.86,49.08,clone
11319,002115.png,Truck,588.79755,159.3669,617.2621,190.0319,-1.58,76.18,clone
11320,002115.png,Car,44.657154,199.68239,116.97776,233.52345,2.06,45.23,clone
11321,002115.png,Car,928.27673,172.95529,993.6716,197.29388,2.86,49.88,clone
20606,003810.png,Car,145.18472,159.93785,562.1889,329.17804,3.11,10.15,clone
20607,003810.png,Car,1100.6136,176.3537,1241.9346,323.67532,-1.75,11.98,clone
20608,003810.png,Car,691.5857,175.417,809.39954,242.29921,1.91,18.25,clone
20609,003810.png,Car,1057.6624,170.67061,1146.4315,233.67216,-1.65,23.28,clone
20610,003810.png,Car,825.95026,169.31393,892.88617,211.28526,1.8,29.76,clone
20611,003810.png,Car,862.9004,168.16403,912.93274,203.04631,1.77,34.99,clone
5979,001120.png,Car,0.5135982,157.93182,252.82268,371.36038,2.3,5.22,clone
5980,001120.png,Van,1146.1423,8.036102,1241.4296,305.6877,-0.94,12.39,clone
5981,001120.png,Car,739.56134,172.04716,917.9855,277.54776,-1.86,12.61,clone
5982,001120.png,Car,314.46115,167.90053,478.71948,291.063,1.83,12.97,clone
5983,001120.png,Car,685.56323,154.55853,801.926,235.13774,-1.81,18.54,clone
5984,001120.png,Car,414.9181,167.45409,506.3655,247.18536,1.73,17.59,clone
5985,001120.png,Car,454.67566,177.76105,517.0485,223.80467,1.73,24.54,clone
5986,001120.png,Car,506.6191,166.88773,539.4425,197.9303,1.68,44.83,clone
19498,003613.png,Car,0.6670899,213.53731,343.6115,372.46378,2.16,5.29,clone
19499,003613.png,Misc,496.71698,178.53401,536.4895,217.27747,1.78,30.64,clone
19500,003613.png,Car,624.44543,178.20734,655.84357,202.2762,-1.7,48.92,clone
13687,002542.png,Car,691.3897,168.22397,722.30255,193.67386,-1.48,47.62,clone
13688,002542.png,Car,0.49895528,151.56422,284.88672,325.9647,2.22,12.05,clone
13689,002542.png,Car,735.7916,171.06033,868.7448,265.68332,-1.79,14.62,clone
13690,002542.png,Car,604.3198,167.50853,648.6796,198.04451,1.77,37.88,clone
13691,002542.png,Car,729.56854,151.76755,811.6591,238.65843,-1.69,19.29,clone
33986,006237.png,Car,168.68082,167.50998,332.986,266.03864,2.06,20.22,clone
33987,006237.png,Car,340.5818,182.34885,425.62192,233.284,1.93,27.87,clone
33988,006237.png,Car,428.63516,182.12643,482.3764,215.1491,1.85,36.75,clone
33989,006237.png,Tram,718.36597,153.74486,748.7414,186.67715,-1.62,85.62,clone
15592,002892.png,Pedestrian,936.4762,139.13606,1079.5249,372.82214,-2.11,5.25,clone
15593,002892.png,Pedestrian,406.72876,157.78752,447.42627,264.83798,-1.78,13.84,clone
15594,002892.png,Pedestrian,887.84955,148.82898,975.0292,371.95947,-2.09,6.66,clone
15595,002892.png,Pedestrian,740.4779,157.56621,812.81134,349.52582,-2.23,7.44,clone
15596,002892.png,Pedestrian,561.12933,157.9265,619.8677,314.20605,-2.35,8.85,clone
15597,002892.png,Pedestrian,789.5924,154.87631,852.83356,306.54803,-2.54,9.87,clone
15598,002892.png,Pedestrian,661.4342,155.87555,706.5704,279.25873,-2.81,11.55,clone
15600,002892.png,Pedestrian,699.5109,157.29482,753.4463,274.6199,-2.51,12.6,clone
15602,002892.png,Car,490.35645,171.19559,570.3215,232.26091,1.72,20.31,clone
8309,001573.png,Car,1.2279334,150.33167,313.17026,372.52585,2.18,5.95,clone
8310,001573.png,Van,1089.2603,21.364101,1241.638,297.6866,-0.88,13.13,clone
8311,001573.png,Car,732.86597,173.55127,890.96875,268.05444,-1.85,13.66,clone
8312,001573.png,Car,344.62027,169.29924,490.43707,280.9314,1.81,14.0,clone
8313,001573.png,Car,683.5854,157.29462,792.9325,232.7344,-1.8,19.63,clone
8314,001573.png,Car,431.1233,169.22621,513.8248,243.47559,1.71,18.63,clone
8315,001573.png,Car,462.66638,177.83585,523.60333,223.11937,1.72,25.58,clone
8316,001573.png,Car,511.0149,168.00945,543.7755,198.261,1.67,45.88,clone
13567,002519.png,Car,566.3921,177.5979,655.1988,247.92137,-0.99,59.41,clone
13568,002519.png,Car,556.1069,186.05717,719.53394,338.4198,-1.59,8.72,clone
22956,004256.png,Car,588.6384,172.953,615.1402,198.99266,-1.58,47.49,clone
22957,004256.png,Car,319.57318,184.51462,398.30707,227.78879,1.86,28.31,clone
33916,006224.png,Car,591.5706,175.75089,644.2026,220.8022,-1.58,24.72,clone
33917,006224.png,Car,152.41374,184.17545,339.6246,293.85532,1.24,13.08,clone
33918,006224.png,Car,237.46945,176.28668,411.6771,265.50613,1.01,15.72,clone
33919,006224.png,Car,348.6146,178.83414,468.04642,228.19829,0.96,23.27,clone
33920,006224.png,Car,501.19745,181.7746,570.38007,230.94499,-1.45,21.97,clone
33921,006224.png,Car,526.317,177.9116,580.7296,218.82848,-1.48,26.97,clone
33922,006224.png,Car,433.9242,173.0289,523.03015,211.17671,0.82,33.21,clone
33923,006224.png,Car,713.5606,185.46367,845.9187,276.42517,-1.77,13.39,clone
33924,006224.png,Truck,671.66754,101.45131,793.82874,230.09375,-1.71,23.69,clone
33925,006224.png,Pedestrian,812.701,163.54228,835.937,237.33897,3.08,18.29,clone
33926,006224.png,Car,648.8408,173.29842,687.30817,203.74399,-1.62,36.79,clone
33927,006224.png,Truck,628.68005,144.55634,665.6296,193.06035,-1.61,55.64,clone
33928,006224.png,Car,597.24634,174.4416,629.8811,205.0365,-1.56,36.51,clone
6797,001277.png,Car,824.14124,207.94142,1242.0,372.14386,-2.12,4.98,clone
6798,001277.png,Car,469.286,182.47469,558.745,257.41174,1.73,18.26,clone
